YCH4,DavidsonSU2,DavidsonStandalone,WilkeSU2,WilkeStandalone
0.044962153,1.77E-05,1.77E-05,1.77E-05,1.77E-05
0.044503428,1.77E-05,1.77E-05,1.77E-05,1.77E-05
0.044044707,1.77E-05,1.77E-05,1.77E-05,1.77E-05
0.043585982,1.77E-05,1.77E-05,1.77E-05,1.77E-05
0.043127257,1.77E-05,0.000017683,1.77E-05,1.77E-05
0.04266857,1.77E-05,1.77E-05,1.77E-05,1.77E-05
0.042209845,1.77E-05,1.77E-05,1.78E-05,1.78E-05
0.04175112,1.77E-05,1.77E-05,1.78E-05,0.000017758
0.041292399,1.77E-05,1.77E-05,1.78E-05,1.78E-05
0.040833708,1.77E-05,1.77E-05,1.78E-05,1.78E-05
0.040374983,1.77E-05,1.77E-05,1.78E-05,1.78E-05
0.039916262,1.77E-05,1.77E-05,1.78E-05,1.78E-05
0.039457537,1.77E-05,1.77E-05,1.78E-05,1.78E-05
0.03911436,1.77E-05,1.77E-05,1.78E-05,1.78E-05
0.038828976,1.77E-05,1.77E-05,1.78E-05,1.78E-05
0.038543575,1.77E-05,1.77E-05,1.78E-05,1.78E-05
0.038258173,1.77E-05,0.000017743,1.78E-05,1.78E-05
0.037972767,1.77E-05,1.77E-05,1.78E-05,1.78E-05
0.037687384,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.037401982,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.03711658,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.036831174,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.036545794,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.036260389,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.035974987,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.035689581,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.035404179,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.035118796,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.034833394,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.034547988,1.78E-05,0.000017789,1.78E-05,1.78E-05
0.034262586,1.78E-05,1.78E-05,1.78E-05,0.000017841
0.033977203,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.033691801,1.78E-05,1.78E-05,1.78E-05,1.78E-05
0.033406395,1.78E-05,1.78E-05,1.79E-05,1.79E-05
0.033120994,1.78E-05,1.78E-05,1.79E-05,1.79E-05
0.032835592,1.78E-05,1.78E-05,1.79E-05,1.79E-05
0.032550208,1.78E-05,1.78E-05,1.79E-05,0.00001786
0.032264806,1.78E-05,1.78E-05,1.79E-05,1.79E-05
0.031979401,1.78E-05,0.000017821,1.79E-05,1.79E-05
0.031693999,1.78E-05,1.78E-05,1.79E-05,1.79E-05
0.031408615,1.78E-05,1.78E-05,1.79E-05,1.79E-05
0.031123212,1.78E-05,1.78E-05,1.79E-05,0.000017876
0.030837808,1.78E-05,1.78E-05,1.79E-05,1.79E-05
0.030552406,1.78E-05,1.78E-05,1.79E-05,1.79E-05
0.030267023,1.78E-05,1.78E-05,1.79E-05,1.79E-05
0.029981619,1.78E-05,0.000017846,1.79E-05,1.79E-05
0.029696217,1.79E-05,1.78E-05,1.79E-05,1.79E-05
0.029410813,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.029125409,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.028840028,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.028554624,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.02826922,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.027983816,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.027698435,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.027413031,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.027127627,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.026842223,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.026556822,1.79E-05,0.000017889,1.79E-05,1.79E-05
0.026271438,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.025986034,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.025700631,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.025415229,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.025129845,1.79E-05,0.000017907,1.79E-05,1.79E-05
0.024844442,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.02455904,1.79E-05,1.79E-05,1.79E-05,1.79E-05
0.024273636,1.79E-05,1.79E-05,1.80E-05,1.80E-05
0.023988253,1.79E-05,1.79E-05,1.80E-05,0.000017956
0.023702851,1.79E-05,0.000017925,1.80E-05,1.80E-05
0.023432147,1.79E-05,1.79E-05,1.80E-05,1.80E-05
0.023279071,1.79E-05,1.79E-05,1.80E-05,0.000017964
0.023125997,1.79E-05,1.79E-05,1.80E-05,1.80E-05
0.022972934,1.79E-05,1.79E-05,1.80E-05,1.80E-05
0.02281986,1.79E-05,1.79E-05,1.80E-05,1.80E-05
0.022666784,1.79E-05,1.79E-05,1.80E-05,1.80E-05
0.02251371,1.79E-05,1.79E-05,1.80E-05,1.80E-05
0.022360647,1.79E-05,0.000017942,1.80E-05,1.80E-05
0.022207571,1.79E-05,1.79E-05,1.80E-05,1.80E-05
0.022054497,1.79E-05,1.79E-05,1.80E-05,1.80E-05
0.021901423,1.79E-05,1.79E-05,1.80E-05,1.80E-05
0.021748347,1.79E-05,1.79E-05,1.80E-05,1.80E-05
0.021595284,1.80E-05,1.80E-05,1.80E-05,0.000017983
0.02144221,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.021289136,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.02113606,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.020982997,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.020829923,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.020676848,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.020523774,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.020370711,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.020217637,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.020064561,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.019911487,1.80E-05,1.80E-05,1.80E-05,0.000018002
0.019758413,1.80E-05,0.000017975,1.80E-05,1.80E-05
0.019605348,1.80E-05,0.000017977,1.80E-05,1.80E-05
0.019452274,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.0192992,1.80E-05,1.80E-05,1.80E-05,0.000018009
0.019146124,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.018993061,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.018839987,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.018686913,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.018533837,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.018380763,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.0182277,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.018074624,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.01792155,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.017768476,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.017615413,1.80E-05,1.80E-05,1.80E-05,0.000018028
0.017462337,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.017309263,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.017156189,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.017003125,1.80E-05,1.80E-05,1.80E-05,0.000018035
0.016850051,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.016696976,1.80E-05,0.000018014,1.80E-05,1.80E-05
0.016543901,1.80E-05,0.000018016,1.80E-05,1.80E-05
0.016390827,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.016237764,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.01608469,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.015931614,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.01577854,1.80E-05,1.80E-05,1.80E-05,1.80E-05
0.015625477,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.015472402,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.015319327,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.015166253,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.015013178,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014918544,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014870652,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.01482276,1.80E-05,0.000018038,1.81E-05,1.81E-05
0.014774867,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014726979,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014679086,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014631194,1.80E-05,1.80E-05,1.81E-05,0.000018062
0.014583302,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014535413,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014487522,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014439629,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014391737,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014343845,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014295956,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014248064,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014200171,1.80E-05,0.000018046,1.81E-05,1.81E-05
0.014152279,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014104391,1.80E-05,1.80E-05,1.81E-05,0.000018068
0.014056498,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.014008607,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.013960714,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.013912822,1.80E-05,1.80E-05,1.81E-05,1.81E-05
0.013864934,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013817041,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013769149,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013721257,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013673368,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013625476,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013577583,1.81E-05,0.000018054,1.81E-05,0.000018074
0.013529692,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013481803,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013433911,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013386019,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013338126,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013290234,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013242345,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013194453,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013146561,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.013098668,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.01305078,1.81E-05,1.81E-05,1.81E-05,0.00001808
0.013002888,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.012954996,1.81E-05,0.000018062,1.81E-05,1.81E-05
0.012907104,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.012859211,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.012811323,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.01276343,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.012715538,1.81E-05,0.000018065,1.81E-05,1.81E-05
0.012667646,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.012619757,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.012571865,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.012523973,1.81E-05,1.81E-05,1.81E-05,0.000018086
0.012476081,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.012428192,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.0123803,1.81E-05,1.81E-05,1.81E-05,1.81E-05
0.012332408,1.81E-05,0.00001807,1.81E-05,1.81E-05
0.012284515,1.81E-05,1.81E-05,1.81E-05,1.81E-05
